주문번호,관엽식물,서양란,공기정화식물,인테리어식물,완제품,공중식물,화병,야생화,선인장,수생/식충/과실수,다육,허브,분재,영양제/살균제,흙/마사/스톤,동양란,묘목/조경/관목,수입식물,화분,특가세일,구근,기타원예,단품,모종,씨앗,꽃다발/바구니,테이블/선반,개업/완제품,바위솔/세덤,조화,수초,근조/화환,1+1,기타수족관용품,바닥재/소일,조명,어항,수초용품,수석/유목/장식,Column1
A16281826126120272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16281791382924507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16281784444888059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16281759768443916,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16281655920122584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16281634353842733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16281579626804595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16281572884960286,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16281175112325012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16281064459847291,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16280866668360286,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16280817796209270,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16280681488902117,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16280095400203665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
A16280054330522576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16280000710160588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16279936534120308,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16279927949360835,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16279419171526181,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16279083760128695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16278682498987261,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16278182058843466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16278178018849448,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16278126770120319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16277815179829775,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16277674010962646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16277467504244428,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16277304259522941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16276600965607811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16276530645442463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16276408071689963,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16276065106835978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16275579133007437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16275072055202835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2.02107E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16274749159440636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16274693214129370,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16274620135649295,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16274274162088476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02107E+15,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16274142155442621,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2.02109E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02109E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16308361692765309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02109E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16307696736367453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16307591107962484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02109E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02109E+15,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16307159186806784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16307026015608695,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16306960857522654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16306950222007771,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
2.02109E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16306798292929001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16306707955007308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16306699856202306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16306062456929620,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16305979893809050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16305774496726786,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16305769821320070,1,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16305706078788753,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02109E+15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02109E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16305269507847223,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16305235974087551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16305229758009930,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
A16305073049800287,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2.02109E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16304786950786509,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2.02109E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16304563125259315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16304555980456518,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16303694742275033,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16303454205441461,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16303424293848127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16303347972846709,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16303333162008068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16303153225760246,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16303106988426914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16303104268904880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16302806352726141,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16302731800484905,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16302675050165068,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16302669528400733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16302582237123710,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16302436195643318,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16302300937245135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16301806264561341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,1,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16301154292513904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16300785578481594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16300615213128158,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16300601414926229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16300590574602879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16300557954309409,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
A16300233981336847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16300189808880776,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16299951249486517,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16299888704082662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16299884619206264,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16299805894926735,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
A16299755057484539,1,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16299104713723150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16299091374682819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16298945159721705,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16298408122481163,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16298187707840670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16298170113764995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16297997177841518,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16297788852099325,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16297665471618546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16297401984084252,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
A16296994453145695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16296718754883881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16296634234966357,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16296294563962076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16295779914801758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16295616762448594,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16295501590285423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16294313488735724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16294160426486509,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16294104572483086,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16294062998328508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16293335682726618,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16293258983445237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16293230226886509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16293220765689595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16293197053129695,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16293136462004368,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16293043081680526,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16293041075209625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16293040094960960,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16293029199804294,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16293006686247133,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16292981764360782,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16292970950880453,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16292472491298048,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16292317560723881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16292190435080353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16292161705448201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16291973321088203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16291930568443203,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16291831843402623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16291702667607230,,,1,1,,1,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16291657185773722,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
A16291571670563453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16291558223205130,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16291516399762071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16291424329923832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16291385474687288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16291243317124951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16291106516845389,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
A16290663288160546,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16290313287206939,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16289727734560694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16289707508168199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16289663803921912,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
A16289636360367629,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02108E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16289402177367458,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16289398544723405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16289395156844536,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16227243840164895,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16227159167761732,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2.02106E+15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02106E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16226676979282141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02106E+15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02106E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02106E+15,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
2.02106E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16226592765767171,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2.02106E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02106E+15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02106E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02106E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16225836464964922,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16225814627368271,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
2.02106E+15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
A16225649354560204,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
A16225599102969496,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
A16225417120443851,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02106E+15,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02106E+15,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2.02105E+15,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
